,count,lat,long,pop,pop/ex
522,1.0,9.8694,123.3959,37912.0,37912.0
523,1.0,10.0333,123.5667,48186.0,48186.0
524,2.0,11.65,122.4333,45007.0,22503.5
525,1.0,11.55,122.8,46114.0,46114.0
526,1.0,11.35,122.6667,27408.0,27408.0
527,2.0,18.1,120.7,38562.0,19281.0
528,2.0,11.5217,122.6908,29055.0,14527.5
529,1.0,10.6667,123.95,30471.0,30471.0
530,1.0,15.9896,119.8805,29110.0,29110.0
531,1.0,15.5439,120.7634,28254.0,28254.0
532,1.0,6.4333,124.6833,40947.0,40947.0
533,1.0,10.2667,123.0833,41386.0,41386.0
534,1.0,8.65,124.75,54478.0,54478.0
535,1.0,15.9667,121.0667,41131.0,41131.0
536,1.0,16.9,120.4167,35947.0,35947.0
537,1.0,15.5833,121.1833,35656.0,35656.0
538,2.0,13.7833,121.2,38007.0,19003.5
539,1.0,11.2711,123.0948,38775.0,38775.0
540,2.0,5.9667,125.2833,76914.0,38457.0
541,1.0,16.0656,120.6667,52939.0,52939.0
542,1.0,11.4667,122.7667,40289.0,40289.0
543,3.0,14.4833,121.3,64812.0,21604.0
544,1.0,9.55,123.4,27893.0,27893.0
545,1.0,8.1667,123.35,47485.0,47485.0
546,1.0,9.4386,118.5481,35091.0,35091.0
547,1.0,12.2253,123.7834,56168.0,56168.0
548,1.0,12.2259,123.2842,41262.0,41262.0
549,1.0,8.5333,123.3667,39347.0,39347.0
550,1.0,14.998,120.78,53198.0,53198.0
551,1.0,10.9186,124.6923,46332.0,46332.0
552,1.0,7.3106,122.8464,33671.0,33671.0
553,1.0,13.3167,121.85,34828.0,34828.0
554,1.0,6.5339,124.5633,67061.0,67061.0
555,2.0,10.958,123.123,54845.0,27422.5
556,2.0,7.1544,125.0558,47575.0,23787.5
557,1.0,14.7631,121.635,29705.0,29705.0
558,1.0,8.1781,125.9935,45151.0,45151.0
559,1.0,8.633,126.0932,29493.0,29493.0
560,1.0,14.1093,123.0109,50841.0,50841.0
561,1.0,10.6,123.4833,80624.0,80624.0
562,1.0,12.0,123.9833,50327.0,50327.0
563,1.0,12.0369,123.1935,38124.0,38124.0
564,1.0,6.7667,125.1833,53876.0,53876.0
565,1.0,11.7,122.3333,31934.0,31934.0
566,1.0,12.9167,121.4667,45073.0,45073.0
567,1.0,10.5679,123.7172,47857.0,47857.0
568,2.0,8.0,124.3,201785.0,100892.5
569,1.0,7.7056,122.8641,41572.0,41572.0
570,1.0,7.75,124.75,41601.0,41601.0
571,1.0,8.2,123.85,37548.0,37548.0
572,1.0,12.2333,123.5,57473.0,57473.0
573,1.0,7.6568,122.4701,43646.0,43646.0
574,1.0,16.85,120.3833,35802.0,35802.0
575,1.0,9.8584,123.1468,46303.0,46303.0
576,1.0,8.9167,125.0167,32907.0,32907.0
577,1.0,13.65,123.1667,34210.0,34210.0
578,1.0,12.1333,125.4333,36540.0,36540.0
579,1.0,7.6,124.9167,33778.0,33778.0
580,1.0,11.8333,122.0833,36435.0,36435.0
581,1.0,7.7,122.1333,46907.0,46907.0
582,2.0,16.0023,120.6695,57355.0,28677.5
583,1.0,16.1869,119.8592,50306.0,50306.0
584,1.0,16.0167,120.45,37059.0,37059.0
585,1.0,16.3333,119.8833,82084.0,82084.0
586,2.0,11.05,122.85,45808.0,22904.0
587,1.0,17.8387,121.7235,47860.0,47860.0
588,1.0,10.9,122.7,54146.0,54146.0
589,1.0,10.8333,122.7167,69108.0,69108.0
590,1.0,16.35,121.7,38499.0,38499.0
591,1.0,15.2896,120.0245,57707.0,57707.0
592,1.0,15.4431,120.7289,64017.0,64017.0
593,1.0,14.9742,120.1573,33665.0,33665.0
594,1.0,6.8333,124.8833,56513.0,56513.0
